ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q106978258,Duterte Office,2016-01-01,9,,,,,,,,,,,,,,
,Q110013042,Duerte Cabinet,2016-06-30,11,,,,,,,,,,,,,,
