item,itemLabel,startDate,endDate,psid
Q110914870,Bernie F. Cruz,2021-10-28,,Q110914870-3EC71C32-C676-4B85-9795-A524D080B577
Q110914935,Hernani A. Braganza,2001-02-12,2003-01-15,Q110914935-342D3D9D-B4BC-4F32-B8B6-F594B3692B85
Q110914946,Jose Mari B. Ponce,2004-02-20,2004-08-24,Q110914946-17E2499F-B52B-457C-A033-13840260C3CE
Q110914966,Rene C. Villa,2004-08-26,2005-07-09,Q110914966-3E64320C-CD6D-4A1E-AFC5-CCA6AB153707
Q110914974,Rosalina Bistoyong,2017-09-12,2017-11-30,Q110914974-5C180597-3004-498C-854C-A5D5F7FDDB6A
Q1427383,Florencio Abad,1989-12-12,1990-04-05,Q1427383-5fb10509-4bb1-cd5d-3f02-cc07adbea6d4
Q1627947,Horacio Morales,1998-06-30,2001-02-11,Q1627947-61B7ABD4-DDC8-4FD3-AA27-98B614A8FC48
Q1965986,Nasser Pangandaman,2005-07-09,2010-06-30,Q1965986-B8B82C03-A874-4EF6-979C-A9A96B4E811D
Q264252,Miriam Defensor Santiago,1989-07-20,1990-01-04,Q264252-752beada-4319-045d-9459-2121df02aab5
Q66309319,John Castriciones,2017-12-01,2021-10-08,Q66309319-3F7205B3-A384-4700-A34E-2CDBE002A30C
Q7282346,Rafael V. Mariano,2016-06-30,2017-09-06,Q7282346-5AF55477-6A4A-4BE4-83D6-C4EADDFFA357
Q7351837,Roberto Pagdanganan,2003-01-20,2004-01-20,Q7351837-0ABB0D10-CD37-4916-9E0F-3ED2E3BAC741
Q7933866,Virgilio de los Reyes,2010-06-30,2016-06-30,Q7933866-AA1B1660-003C-4D65-807D-B32AD9481470
